"AnimalID","From","To","Group","Source","NatalGroup","GroupNB"
"Xopo",2020-11-23,2022-11-17,"NH","Natal_DOB_NonMigrant_Alive","Yes",1
"Xoxocotla",2010-11-15,2014-02-24,"NH","Natal_DOB_Disappeared","Yes",1
"Yalu",2013-02-09,2021-01-15,"KB","Natal_NoDOB_Disappeared","Yes",1
"Yamp",2021-11-16,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yamuna",2016-11-23,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yangtze",2014-01-27,2018-05-01,"KB","Natal_DOB_Emi","Yes",1
"Yangtze",2018-05-14,2020-01-27,"NH","Immigrants1_ImmiDate","No",2
"Yangtze",2020-03-04,2021-11-22,"AK","Immigrants2_ImmiDate_ToAdd","No",3
"Yaounde",2011-01-18,2015-02-20,"NH","Natal_NoDOB_Disappeared","Yes",1
"Yara",2017-11-11,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yazoo",2018-11-14,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yell",2015-11-28,2017-01-03,"CR","Immigrants1_ImmiDate","No",1
"Yellowstone",2018-12-04,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yenissei",2013-01-28,2019-10-26,"KB","Natal_NoDOB_Disappeared","Yes",1
"Yodo",2021-10-03,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yonne",2020-11-12,2021-01-15,"KB","Natal_DOB_Disappeared","Yes",1
"Yoogali",2012-09-22,2016-04-19,"NH","Natal_DOB_Emi","Yes",1
"Yoogali",2016-04-19,2016-06-25,"Iceland","Immigrants1_NoImmiDate_Natal","No",2
"Yster",2010-11-17,2011-02-12,"BD","Immigrants1_NoImmiDate_NonNatal","No",1
"Yster",2011-08-17,2013-12-18,"AK","Immigrants2_ImmiDate_ToAdd","No",2
"Yub",2021-12-21,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yukon",2016-11-09,2022-11-17,"KB","Natal_DOB_NonMigrant_Alive","Yes",1
"Yzeron",2017-11-20,2018-09-18,"KB","Natal_DOB_Disappeared","Yes",1
"Zaire",2013-02-08,2015-12-15,"KB","Natal_NoDOB_Emi","Yes",1
"Zaire",2015-12-15,2015-12-15,"KBSplit","Immigrants1_NoImmiDate_Natal","No",2
"Zambezi",2012-05-09,2015-06-22,"KB","Natal_NoDOB_Disappeared","Yes",1
"Zankara",2013-11-11,2015-12-15,"KB","Natal_DOB_Emi","Yes",1
"Zankara",2015-12-15,2015-12-15,"KBSplit","Immigrants1_NoImmiDate_Natal","No",2
"Zanzibar",2013-11-25,2018-05-28,"NH","Natal_DOB_Disappeared","Yes",1
"Zara",2010-11-08,2016-05-25,"NH","Natal_NoDOB_Emi","Yes",1
"Zara",2016-05-25,2016-05-25,"Zfamily","Immigrants1_NoImmiDate_Natal","No",2
"Zave",2015-10-28,2017-02-17,"CR","Immigrants1_ImmiDate","No",1
"Zeerust",2011-12-16,2015-02-24,"NH","Natal_NoDOB_Disappeared","Yes",1
"Zeia",2012-08-31,2015-12-15,"KB","Natal_NoDOB_Emi","Yes",1
"Zeia",2015-12-15,2015-12-15,"KBSplit","Immigrants1_NoImmiDate_Natal","No",2
"Zhengzhou",2012-11-02,2013-08-02,"NH","Natal_DOB_Disappeared","Yes",1
"Zhukovsky",2015-11-16,2016-03-08,"NH","Natal_DOB_Disappeared","Yes",1
"Zinkwazi",2014-10-01,NA,"KB","Natal_DOB_Splinter","Yes",1
"Zion",2011-12-02,2016-02-24,"NH","Natal_DOB_Disappeared","Yes",1
"Zuni",2021-06-01,2021-04-16,"CR","Natal_NoDOB_Disappeared","Yes",1
"Zurich",2011-12-16,2014-05-26,"NH","Natal_NoDOB_Emi","Yes",1
"Zurich",2014-06-03,2016-02-15,"BD","Immigrants1_ImmiDate","No",2
